"","participant","context","environment","nLL","kernel","acq","R2","kError","lambda","beta","tau","p","ModelName","contextOrder","meanScore"
"140",131,"Conceptual","Smooth",150.884780315494,"SimKernel","UCB",0.78783555135791,NA,3.72325096628486,0.061032367969506,0.0155649355109754,0.941602718981558,"SimKernel-UCB","Spatial First",89.01
"141",131,"Conceptual","Smooth",149.969678065937,"BMT","UCB",0.789122309133098,3.55587814220288,NA,0.00673794699909164,0.0350705981810018,NA,"BMT-UCB","Spatial First",89.01
"142",131,"Spatial","Smooth",262.609690285853,"RBF","UCB",0.63073518726629,NA,0.542401788682399,0.25455975554354,0.0312568397329556,NA,"RBF-UCB","Spatial First",88.295
"143",131,"Spatial","Smooth",274.314898904363,"SimKernel","UCB",0.614276077688808,NA,0.755152198829036,0.12214018849759,0.0363114261178894,0.498366815484108,"SimKernel-UCB","Spatial First",88.295
"144",131,"Spatial","Smooth",261.922774049492,"BMT","UCB",0.63170108458374,2.96970444026946,NA,0.133485918321975,0.0295062444571017,NA,"BMT-UCB","Spatial First",88.295
"145",132,"Conceptual","Smooth",327.022560109953,"SimKernel","UCB",0.540161963226665,NA,0.837915614760428,0.0461181155486733,0.0559607833194036,0.414242097359697,"SimKernel-UCB","Conceptual First",86.74
"146",132,"Conceptual","Smooth",352.890371524421,"RBF","UCB",0.503788314838454,NA,0.788906115024259,0.0364810496970484,0.0741673678382276,NA,"RBF-UCB","Conceptual First",86.74
"147",132,"Conceptual","Smooth",356.457774739139,"BMT","UCB",0.498772062473226,1.97973246891463,NA,0.00673794699908657,0.0717845767197862,NA,"BMT-UCB","Conceptual First",86.74
"148",132,"Spatial","Smooth",360.691328751676,"SimKernel","UCB",0.492819111811214,NA,48.0141514234439,0.00673794700200711,0.0556609906326181,1.63926140568817,"SimKernel-UCB","Conceptual First",88.04
"149",132,"Spatial","Smooth",380.693259428656,"RBF","UCB",0.464693686669027,NA,6.77980570183657,0.209447204987571,0.0578671940315983,NA,"RBF-UCB","Conceptual First",88.04
"150",132,"Spatial","Smooth",409.32231360281,"BMT","UCB",0.42443735676416,3.79050543520927,NA,0.227246461588801,0.0192670687999709,NA,"BMT-UCB","Conceptual First",88.04
"151",133,"Conceptual","Rough",643.455116998475,"SimKernel","UCB",0.0952149061127407,NA,0.613358440228585,0.00673794699986039,0.146365693489792,1.26173523728951,"SimKernel-UCB","Spatial First",66.89
"152",133,"Conceptual","Rough",646.117255065894,"BMT","UCB",0.0914715792238252,2.60464121863317,NA,0.00673794699908631,0.0962057319888837,NA,"BMT-UCB","Spatial First",66.89
"153",133,"Conceptual","Rough",641.210056229889,"RBF","UCB",0.0983717657982509,NA,0.814426266312944,0.00673794699909252,0.14881963984237,NA,"RBF-UCB","Spatial First",66.89
"154",133,"Spatial","Rough",362.421078794734,"SimKernel","UCB",0.490386848839385,NA,0.683712454593575,0.0473364857457465,0.0690942711727554,1.15853598939712,"SimKernel-UCB","Spatial First",77.81
"155",133,"Spatial","Rough",369.565574615187,"BMT","UCB",0.480340719512075,2.13694665245962,NA,0.00940949187596272,0.0636790760186436,NA,"BMT-UCB","Spatial First",77.81
"156",133,"Spatial","Rough",358.04412452558,"RBF","UCB",0.496541439695433,NA,0.833178650550316,0.0464862610994444,0.0690942583581856,NA,"RBF-UCB","Spatial First",77.81
"157",139,"Conceptual","Smooth",538.259796305031,"BMT","UCB",0.243133782807825,2.0632945177453,NA,0.00673794699908583,0.0838664058591531,NA,"BMT-UCB","Spatial First",73.43
"158",139,"Conceptual","Smooth",522.929645105233,"RBF","UCB",0.26469005289752,NA,0.960368516741855,0.00673794699919149,0.105554914161261,NA,"RBF-UCB","Spatial First",73.43
"159",139,"Conceptual","Smooth",522.672920429644,"SimKernel","UCB",0.265051042582068,NA,0.777529238433794,0.00673794699957518,0.101810901598785,0.797492940634608,"SimKernel-UCB","Spatial First",73.43
"160",139,"Spatial","Smooth",471.450688091792,"BMT","UCB",0.337076442754661,2.318611759301,NA,0.0067379469990911,0.0647217936739718,NA,"BMT-UCB","Spatial First",76.275
"161",139,"Spatial","Smooth",448.001235952877,"RBF","UCB",0.370049550271597,NA,0.922486818357783,0.0306032113401053,0.0790150899771228,NA,"RBF-UCB","Spatial First",76.275
"162",139,"Spatial","Smooth",439.616845025805,"SimKernel","UCB",0.381839140146218,NA,0.903985238601732,0.0514557206227317,0.070668894430529,0.77967388766924,"SimKernel-UCB","Spatial First",76.275
"163",14,"Conceptual","Rough",593.147064687142,"RBF","UCB",0.165954845280716,NA,0.872303543779415,0.00673794699910373,0.105659691494355,NA,"RBF-UCB","Conceptual First",62.42
"164",14,"Conceptual","Rough",612.94387711119,"BMT","UCB",0.138117844199251,2.06051781888895,NA,0.00673794699908555,0.0824666938179801,NA,"BMT-UCB","Conceptual First",62.42
"165",14,"Conceptual","Rough",592.360080709127,"SimKernel","UCB",0.167061451403856,NA,0.750134055055805,0.00673794701486259,0.0983281075769981,0.861887931444568,"SimKernel-UCB","Conceptual First",62.42
"166",14,"Spatial","Rough",511.560330313225,"RBF","UCB",0.280676850235468,NA,0.864999652515412,0.00673794699909404,0.0789971632798531,NA,"RBF-UCB","Conceptual First",69.885
"167",14,"Spatial","Rough",531.835338942422,"BMT","UCB",0.252167440485641,2.09360268477304,NA,0.00673794699908583,0.0620283390349645,NA,"BMT-UCB","Conceptual First",69.885
"168",14,"Spatial","Rough",511.839181663977,"SimKernel","UCB",0.280284747447091,NA,0.748224941754573,0.00673794700030101,0.0789969416390058,1.99999999978939,"SimKernel-UCB","Conceptual First",69.885
"169",15,"Conceptual","Smooth",349.518975824695,"SimKernel","UCB",0.508528954075168,NA,0.897727492436049,0.111788803921487,0.0495229789858343,0.567487121469916,"SimKernel-UCB","Spatial First",84.23
"170",15,"Conceptual","Smooth",367.342958540248,"RBF","UCB",0.483466018916671,NA,0.858212681387327,0.0885911592393842,0.0633639185753809,NA,"RBF-UCB","Spatial First",84.23
"171",15,"Conceptual","Smooth",385.427551443132,"BMT","UCB",0.458036630517561,2.40238200082055,NA,0.0746399552665584,0.0512479091401499,NA,"BMT-UCB","Spatial First",84.23
"172",15,"Spatial","Smooth",518.7441979702,"SimKernel","UCB",0.270575358770438,NA,39.0044951736351,0.24001497364705,0.0871051481594218,1.61672974401411,"SimKernel-UCB","Spatial First",79.99
"173",15,"Spatial","Smooth",491.785656512063,"RBF","UCB",0.308482721412985,NA,29.7766242354076,0.3766701069284,0.0824193443565539,NA,"RBF-UCB","Spatial First",79.99
"174",15,"Spatial","Smooth",543.286600214439,"BMT","UCB",0.236065415291621,3.74158005574937,NA,0.0984326087120377,0.0404577534370089,NA,"BMT-UCB","Spatial First",79.99
"175",151,"Conceptual","Rough",447.002174285582,"RBF","UCB",0.371454366366088,NA,0.819986430804693,0.00673794699909463,0.0858980702548309,NA,"RBF-UCB","Spatial First",76.075
"176",151,"Conceptual","Rough",447.496463255104,"SimKernel","UCB",0.370759329090167,NA,0.665062713948529,0.00673794700034654,0.0847750258470746,1.33011917661503,"SimKernel-UCB","Spatial First",76.075
"177",151,"Conceptual","Rough",462.385693074028,"BMT","UCB",0.349823054214516,1.75594965660393,NA,0.0067379469990855,0.0776698237698945,NA,"BMT-UCB","Spatial First",76.075
"178",151,"Spatial","Rough",436.517652434239,"RBF","UCB",0.386197024924592,NA,1.0914287373132,0.0215022702520074,0.0775203195308939,NA,"RBF-UCB","Spatial First",75.41
"179",151,"Spatial","Rough",437.334855803714,"SimKernel","UCB",0.385047926241806,NA,1.17400900803475,0.037920653275135,0.0751473947486513,1.54145214577706,"SimKernel-UCB","Spatial First",75.41
"180",151,"Spatial","Rough",469.865900448937,"BMT","UCB",0.339304868946873,1.82992739557669,NA,0.0099409914980178,0.0754264567418568,NA,"BMT-UCB","Spatial First",75.41
"181",154,"Conceptual","Rough",487.054624581691,"RBF","UCB",0.315135193444405,NA,0.901412427923638,0.00673794699908662,0.0867631218733773,NA,"RBF-UCB","Spatial First",71.63
"182",154,"Conceptual","Rough",515.579058721805,"BMT","UCB",0.275025973485236,1.30103659669964,NA,0.00673794699908553,0.0870907243774834,NA,"BMT-UCB","Spatial First",71.63
"183",154,"Conceptual","Rough",487.054636792792,"SimKernel","UCB",0.315135176273942,NA,0.812544007833785,0.00673794699919676,0.0867631214402879,1.99999999996467,"SimKernel-UCB","Spatial First",71.63
"184",154,"Spatial","Rough",472.002210392967,"RBF","UCB",0.336300927658322,NA,1.02799083615086,0.0584232987815932,0.0786406149225907,NA,"RBF-UCB","Spatial First",79.25
"185",154,"Spatial","Rough",516.051360158585,"BMT","UCB",0.274361853660044,2.14034948141042,NA,0.0765902458864453,0.0606258704321902,NA,"BMT-UCB","Spatial First",79.25
"186",154,"Spatial","Rough",474.109586681227,"SimKernel","UCB",0.333337671010796,NA,0.934612383279688,0.0694832678924551,0.0761612591494516,1.39295543304695,"SimKernel-UCB","Spatial First",79.25
"187",156,"Conceptual","Smooth",703.452494312779,"BMT","UCB",0.0108504629181114,0.115770877713069,NA,0.00673794699908584,0.324684957676394,NA,"BMT-UCB","Spatial First",52.655
"188",156,"Conceptual","Smooth",701.826196548498,"SimKernel","UCB",0.013137257966393,NA,1.54224875358478,0.00673794703750593,0.29190573786754,0.152458530553796,"SimKernel-UCB","Spatial First",52.655
"189",156,"Conceptual","Smooth",700.746582162461,"RBF","UCB",0.0146553420997335,NA,0.765779117650965,0.00673794699913033,0.284887253592944,NA,"RBF-UCB","Spatial First",52.655
"190",156,"Spatial","Smooth",705.246044502534,"BMT","UCB",0.00832848829399335,0.142232191525553,NA,0.00673794699908552,0.265443816509038,NA,"BMT-UCB","Spatial First",46.755
"191",156,"Spatial","Smooth",704.928960187955,"SimKernel","UCB",0.00877435181074393,NA,0.245464805090794,0.0067379471235369,0.256127858416838,1.00011660464124,"SimKernel-UCB","Spatial First",46.755
"192",156,"Spatial","Smooth",705.094827985642,"RBF","UCB",0.00854111920921852,NA,0.484065205035929,0.00673794699908701,0.257341839853125,NA,"RBF-UCB","Spatial First",46.755
"193",16,"Conceptual","Smooth",278.948736224112,"SimKernel","UCB",0.607760274451491,NA,0.702405391143244,0.0383578772817868,0.0540543627233839,0.369113953351562,"SimKernel-UCB","Conceptual First",85.685
"194",16,"Conceptual","Smooth",263.194897878207,"BMT","UCB",0.629912306085608,2.24161963582078,NA,0.0133795418785215,0.053824471574233,NA,"BMT-UCB","Conceptual First",85.685
"195",16,"Conceptual","Smooth",289.195861265847,"RBF","UCB",0.593351427978704,NA,0.670848822643839,0.0522982193992293,0.0648009460459411,NA,"RBF-UCB","Conceptual First",85.685
"196",16,"Spatial","Smooth",217.883461073851,"SimKernel","UCB",0.693626326722253,NA,0.49113190358743,0.00673794700376355,0.0594935480058169,0.000100000041549027,"SimKernel-UCB","Conceptual First",84.645
"197",16,"Spatial","Smooth",197.629670427682,"BMT","UCB",0.722105901112537,2.65378347583664,NA,0.00673794699908622,0.045793177754609,NA,"BMT-UCB","Conceptual First",84.645
"198",16,"Spatial","Smooth",234.027917906436,"RBF","UCB",0.670925032560249,NA,0.586800253258,0.0441554022284133,0.06144496655208,NA,"RBF-UCB","Conceptual First",84.645
"199",160,"Conceptual","Rough",569.11706332323,"BMT","UCB",0.19974428368254,1.63226586494057,NA,0.0067379469990855,0.0756885525161574,NA,"BMT-UCB","Spatial First",66.765
"200",160,"Conceptual","Rough",555.533956654344,"SimKernel","UCB",0.218843972406777,NA,0.783235799185459,0.00673794700621876,0.0842444232756176,1.57894742306956,"SimKernel-UCB","Spatial First",66.765
"201",160,"Conceptual","Rough",553.841685813126,"RBF","UCB",0.221223534541735,NA,0.876967553030602,0.00673794699908741,0.0858003460235245,NA,"RBF-UCB","Spatial First",66.765
"202",160,"Spatial","Rough",482.554645585403,"BMT","UCB",0.321462773738799,2.36645789386235,NA,0.0333058678957244,0.0527245243930817,NA,"BMT-UCB","Spatial First",72.22
"203",160,"Spatial","Rough",447.734788563187,"SimKernel","UCB",0.370424211409768,NA,0.772300694046845,0.0637982761352782,0.0607973325245609,1.01985349129876,"SimKernel-UCB","Spatial First",72.22
"204",160,"Spatial","Rough",452.116189490082,"RBF","UCB",0.364263367950334,NA,0.882738892422254,0.0615065949806747,0.0651538813122161,NA,"RBF-UCB","Spatial First",72.22
"205",161,"Conceptual","Rough",709.322210452915,"SimKernel","UCB",0.00259684657620052,NA,52.624655640346,0.00673794700105904,0.407282184536193,0.879290432857311,"SimKernel-UCB","Conceptual First",44.99
"206",161,"Conceptual","Rough",714.647539192933,"RBF","UCB",-0.00489128730715871,NA,2.55212325002305,0.118482912684331,0.571430305254125,NA,"RBF-UCB","Conceptual First",44.99
"207",161,"Conceptual","Rough",712.68751755474,"BMT","UCB",-0.0021352312667533,0.729501432838523,NA,0.00673794699908774,0.704735928410746,NA,"BMT-UCB","Conceptual First",44.99
"208",161,"Spatial","Rough",690.418429614605,"SimKernel","UCB",0.0291781242267678,NA,0.76805760645903,0.00673794699928016,0.195094975941718,1.99999999976343,"SimKernel-UCB","Conceptual First",55.585
"209",161,"Spatial","Rough",689.913060841145,"RBF","UCB",0.0298887412085328,NA,0.880913330470098,0.00673794699908657,0.195094802630776,NA,"RBF-UCB","Conceptual First",55.585
"210",161,"Spatial","Rough",697.764671755233,"BMT","UCB",0.0188483122331482,0.206492050624455,NA,0.00673794699908549,0.229232225807046,NA,"BMT-UCB","Conceptual First",55.585
"211",162,"Conceptual","Smooth",315.324407598988,"RBF","UCB",0.556611150960712,NA,1.34062158591883,0.0646675139562526,0.0489145082170945,NA,"RBF-UCB","Spatial First",90.63
"212",162,"Conceptual","Smooth",343.563256549664,"BMT","UCB",0.516903502479666,2.52591042322201,NA,0.143107450606779,0.0363095884262079,NA,"BMT-UCB","Spatial First",90.63
"213",162,"Conceptual","Smooth",308.8792151679,"SimKernel","UCB",0.565673964954772,NA,0.784505448619993,0.166384406048051,0.0425300637521194,1.08242680002782,"SimKernel-UCB","Spatial First",90.63
"214",162,"Spatial","Smooth",463.495153481565,"RBF","UCB",0.348263002530289,NA,1.81678013675246,0.0459781200156128,0.0679308067686691,NA,"RBF-UCB","Spatial First",88.945
"215",162,"Spatial","Smooth",469.788959157976,"BMT","UCB",0.339413058828849,2.98306953129362,NA,0.143086289613463,0.0385081301148096,NA,"BMT-UCB","Spatial First",88.945
"216",162,"Spatial","Smooth",442.761440475911,"SimKernel","UCB",0.377417412795857,NA,3.41401303952306,0.0232551518583689,0.0587047799164133,1.30870846488176,"SimKernel-UCB","Spatial First",88.945
"217",171,"Conceptual","Smooth",713.728176613137,"BMT","UCB",-0.00359853893030748,2.60226915050982,NA,0.00673794699911074,0.289149977477901,NA,"BMT-UCB","Conceptual First",50.025
"218",171,"Conceptual","Smooth",713.790634952141,"SimKernel","UCB",-0.00368636381914045,NA,0.261171034562652,0.00673794699987787,0.671403270103833,1.99999999901897,"SimKernel-UCB","Conceptual First",50.025
"219",171,"Conceptual","Smooth",713.749214322783,"RBF","UCB",-0.00362812080104558,NA,0.511049003893744,0.00673794699908645,0.671403215576364,NA,"RBF-UCB","Conceptual First",50.025
"220",171,"Spatial","Smooth",533.555854987768,"BMT","UCB",0.249748161765961,2.75162108275206,NA,0.00673794699908756,0.0720722000104397,NA,"BMT-UCB","Conceptual First",76.56
"221",171,"Spatial","Smooth",528.651664090614,"SimKernel","UCB",0.256644118770734,NA,0.516076876422785,0.00673794700191727,0.104978318261328,0.442433019554211,"SimKernel-UCB","Conceptual First",76.56
"222",171,"Spatial","Smooth",536.527230469537,"RBF","UCB",0.245570005165408,NA,0.710365139139258,0.00673794699908987,0.114257524884778,NA,"RBF-UCB","Conceptual First",76.56
"223",172,"Conceptual","Smooth",484.478839962463,"BMT","UCB",0.318757095682765,2.2305286644892,NA,0.00673794699908555,0.0737373419995045,NA,"BMT-UCB","Conceptual First",76.515
"224",172,"Conceptual","Smooth",461.393339558579,"SimKernel","UCB",0.351218437738441,NA,1.15164642962094,0.0067379487607453,0.084323474934602,1.16403973608575,"SimKernel-UCB","Conceptual First",76.515
"225",172,"Conceptual","Smooth",460.475584488444,"RBF","UCB",0.352508925738865,NA,1.20285983069528,0.00673794699910371,0.086650735925927,NA,"RBF-UCB","Conceptual First",76.515
"226",172,"Spatial","Smooth",391.876127303097,"BMT","UCB",0.448969058963986,3.13180622586286,NA,0.0201629387537954,0.0505493800222971,NA,"BMT-UCB","Conceptual First",82.64
"227",172,"Spatial","Smooth",413.389019841559,"SimKernel","UCB",0.418719016682879,NA,0.456054526357636,0.0931974019282225,0.0700432955066137,0.598475518491357,"SimKernel-UCB","Conceptual First",82.64
"228",172,"Spatial","Smooth",418.797680799662,"RBF","UCB",0.411113706407922,NA,0.62285055104936,0.113715626387108,0.0695861816407334,NA,"RBF-UCB","Conceptual First",82.64
"229",173,"Conceptual","Smooth",644.861693481392,"SimKernel","UCB",0.0932370689621224,NA,0.637498068945657,0.00673794711748668,0.146788182170537,0.969696840075417,"SimKernel-UCB","Conceptual First",57.76
"230",173,"Conceptual","Smooth",659.392602942761,"BMT","UCB",0.0728046410678497,1.22820823895587,NA,0.00673794699908953,0.140251085130475,NA,"BMT-UCB","Conceptual First",57.76
"231",173,"Conceptual","Smooth",682.808846737574,"RBF","UCB",0.0398782289830312,NA,0.92063323542755,0.00673794699908837,0.150955297184519,NA,"RBF-UCB","Conceptual First",57.76
"232",173,"Spatial","Smooth",135.647741817603,"SimKernel","UCB",0.809260892370329,NA,0.397475831141765,0.262569795753571,0.0215291186378666,0.882383676165548,"SimKernel-UCB","Conceptual First",92.355
"233",173,"Spatial","Smooth",129.320291760558,"BMT","UCB",0.818158144630341,3.47330847573262,NA,0.117971020088156,0.0245944049504893,NA,"BMT-UCB","Conceptual First",92.355
"234",173,"Spatial","Smooth",136.773562685913,"RBF","UCB",0.807677835661129,NA,0.615509030770547,0.265730901249144,0.0225940854247538,NA,"RBF-UCB","Conceptual First",92.355
"235",175,"Conceptual","Rough",699.704751541554,"RBF","UCB",0.0161202971389427,NA,0.842204773377116,0.00673794699908919,0.226610530982961,NA,"RBF-UCB","Conceptual First",55.74
"236",175,"Conceptual","Rough",702.611867163902,"SimKernel","UCB",0.0120324986090676,NA,0.702255377990193,0.00673794702448302,0.224723571020832,1.04875990779375,"SimKernel-UCB","Conceptual First",55.74
"237",175,"Conceptual","Rough",700.917595246489,"BMT","UCB",0.0144148745283363,1.28644179250726,NA,0.00673794699908639,0.190098194299952,NA,"BMT-UCB","Conceptual First",55.74
"238",175,"Spatial","Rough",486.871927578187,"RBF","UCB",0.31539209018996,NA,1.26364816839568,0.0468368365259209,0.0781549441451713,NA,"RBF-UCB","Conceptual First",78
"239",175,"Spatial","Rough",474.159816597355,"SimKernel","UCB",0.333267040941692,NA,2.00315016712284,0.0581270239454794,0.0687735715630089,1.22724734258455,"SimKernel-UCB","Conceptual First",78
"240",175,"Spatial","Rough",512.375632272931,"BMT","UCB",0.279530425192491,2.64822314669455,NA,0.0666558376711977,0.052304312300145,NA,"BMT-UCB","Conceptual First",78
"241",177,"Conceptual","Rough",460.537618539237,"BMT","UCB",0.352421697456755,3.08166336761328,NA,0.0185953209974357,0.0509941356010313,NA,"BMT-UCB","Conceptual First",82.59
"242",177,"Conceptual","Rough",457.838837603274,"RBF","UCB",0.35621654918459,NA,0.932359549128857,0.032893731882222,0.0817449858470904,NA,"RBF-UCB","Conceptual First",82.59
"243",177,"Conceptual","Rough",454.019024546747,"SimKernel","UCB",0.361587723993336,NA,0.800592271377239,0.0471375220138769,0.0768384547331491,1.18143696635303,"SimKernel-UCB","Conceptual First",82.59
"244",177,"Spatial","Rough",366.445682369247,"BMT","UCB",0.484727710809663,2.67801691261478,NA,0.00963149697084487,0.0452337123437304,NA,"BMT-UCB","Conceptual First",79.675
"245",177,"Spatial","Rough",321.435395204247,"RBF","UCB",0.548018274242348,NA,1.19459997181535,0.0673157784700574,0.0360159234900097,NA,"RBF-UCB","Conceptual First",79.675
"246",177,"Spatial","Rough",338.90738349807,"SimKernel","UCB",0.523450290942183,NA,1.20986282897228,0.0888253807095863,0.0358309573073557,1.23590145977813,"SimKernel-UCB","Conceptual First",79.675
"247",178,"Conceptual","Smooth",707.203867511521,"BMT","UCB",0.00557552382420334,4.28059328919671,NA,0.00673794699908689,0.0648717323190257,NA,"BMT-UCB","Spatial First",51.565
"248",178,"Conceptual","Smooth",696.282406018793,"RBF","UCB",0.0209325787314339,NA,0.926901269598569,0.0067379469990893,0.222952978608286,NA,"RBF-UCB","Spatial First",51.565
"249",178,"Conceptual","Smooth",696.282231583146,"SimKernel","UCB",0.0209328240115925,NA,0.859145963760314,0.00673794699997118,0.22295309364589,1.99999999994616,"SimKernel-UCB","Spatial First",51.565
"250",178,"Spatial","Smooth",432.113483066246,"BMT","UCB",0.392389883897729,2.22847512536158,NA,0.00673794699908555,0.0689352673517676,NA,"BMT-UCB","Spatial First",84.58
"251",178,"Spatial","Smooth",404.384952422888,"RBF","UCB",0.431379955681657,NA,0.926905599279376,0.00673794699911118,0.0837142009504645,NA,"RBF-UCB","Spatial First",84.58
"252",178,"Spatial","Smooth",404.04277167705,"SimKernel","UCB",0.431861108181762,NA,0.877592367734581,0.00673794699978303,0.0811231575451489,1.39704239690154,"SimKernel-UCB","Spatial First",84.58
"253",18,"Conceptual","Rough",445.104174436531,"SimKernel","UCB",0.374123211365926,NA,1.0985532083511,0.0067379470347515,0.0586255362417,1.50871141868556,"SimKernel-UCB","Conceptual First",73.61
"254",18,"Conceptual","Rough",472.31004173513,"BMT","UCB",0.335868075074726,1.99738742002737,NA,0.0067379469990855,0.0571678055998619,NA,"BMT-UCB","Conceptual First",73.61
"255",18,"Conceptual","Rough",440.30275845301,"RBF","UCB",0.380874652914339,NA,1.005878964868,0.0067379469991072,0.0599884599788902,NA,"RBF-UCB","Conceptual First",73.61
"256",18,"Spatial","Rough",441.710454257463,"SimKernel","UCB",0.378895241845952,NA,1.14675838263584,0.0309323704798522,0.0669546174440512,1.71454533626523,"SimKernel-UCB","Conceptual First",76.18
"257",18,"Spatial","Rough",441.346137178627,"BMT","UCB",0.379407521030112,2.92106301877671,NA,0.00750016741088303,0.0489776499456837,NA,"BMT-UCB","Conceptual First",76.18
"258",18,"Spatial","Rough",438.849257475711,"RBF","UCB",0.382918472263146,NA,1.07086864540229,0.0235161177484565,0.0687696448036613,NA,"RBF-UCB","Conceptual First",76.18
"259",182,"Conceptual","Smooth",394.539416352099,"SimKernel","UCB",0.445224113638986,NA,1.09025448411541,0.00673794702454055,0.0490069267198623,1.64320536678819,"SimKernel-UCB","Spatial First",70.485
"260",182,"Conceptual","Smooth",416.599640032971,"BMT","UCB",0.414204449598739,1.64567116676791,NA,0.00673794699908549,0.0492165883091531,NA,"BMT-UCB","Spatial First",70.485
"261",182,"Conceptual","Smooth",394.071044851687,"RBF","UCB",0.445882707441072,NA,1.05033323133282,0.00673794699910325,0.0495368897866573,NA,"RBF-UCB","Spatial First",70.485
"262",182,"Spatial","Smooth",279.997310488815,"SimKernel","UCB",0.606285836935224,NA,0.328304029006176,0.278826524020562,0.0305834727601386,0.337500167053196,"SimKernel-UCB","Spatial First",88.055
"263",182,"Spatial","Smooth",292.840127478841,"BMT","UCB",0.588227095821622,2.64139340377503,NA,0.190856403514543,0.0260865867542326,NA,"BMT-UCB","Spatial First",88.055
"264",182,"Spatial","Smooth",289.257474362376,"RBF","UCB",0.593264791615335,NA,0.522137358985034,0.322990621871811,0.0276818861198194,NA,"RBF-UCB","Spatial First",88.055
"265",183,"Conceptual","Smooth",701.544031154256,"RBF","UCB",0.0135340207490277,NA,0.79197181486867,0.00673794699909303,0.283682584902837,NA,"RBF-UCB","Spatial First",54.505
"266",183,"Conceptual","Smooth",703.897548249484,"BMT","UCB",0.0102246567705351,0.1362188278125,NA,0.00673794699908556,0.317551884152142,NA,"BMT-UCB","Spatial First",54.505
"267",183,"Conceptual","Smooth",701.849431922445,"SimKernel","UCB",0.0131045858818252,NA,0.529134690110497,0.00673794712851299,0.261026953463376,0.672389493958167,"SimKernel-UCB","Spatial First",54.505
"268",183,"Spatial","Smooth",705.230402397897,"RBF","UCB",0.00835048321289134,NA,0.0422770470360778,0.00673794699908557,0.213660744013286,NA,"RBF-UCB","Spatial First",47.485
"269",183,"Spatial","Smooth",705.061572630613,"BMT","UCB",0.008587880745069,1.41620565334708,NA,0.00673794699908629,0.155419086849733,NA,"BMT-UCB","Spatial First",47.485
"270",183,"Spatial","Smooth",705.81385395526,"SimKernel","UCB",0.00753007125537908,NA,0.123164554735254,0.00673794699909717,0.21192391482572,1.79463989967176,"SimKernel-UCB","Spatial First",47.485
"271",186,"Conceptual","Smooth",357.089705952262,"RBF","UCB",0.497883481549876,NA,0.616383957310429,0.176780833704978,0.0564653408714086,NA,"RBF-UCB","Spatial First",85.975
"272",186,"Conceptual","Smooth",337.125019802746,"BMT","UCB",0.525956535839167,3.2792072811008,NA,0.148338832628578,0.0303471707956695,NA,"BMT-UCB","Spatial First",85.975
"273",186,"Conceptual","Smooth",343.63235933355,"SimKernel","UCB",0.516806334600889,NA,0.413065389890287,0.184960836953117,0.0499869885345105,0.396282766550379,"SimKernel-UCB","Spatial First",85.975
"274",186,"Spatial","Smooth",710.935166554507,"RBF","UCB",0.000328811713687704,NA,0.429846580232258,0.00673794699908843,0.589446072766244,NA,"RBF-UCB","Spatial First",44.325
"275",186,"Spatial","Smooth",711.704201941633,"BMT","UCB",-0.000752556258315717,1.42838172893197,NA,0.00673794699908712,0.476096024573886,NA,"BMT-UCB","Spatial First",44.325
"276",186,"Spatial","Smooth",711.034664878867,"SimKernel","UCB",0.000188903585878974,NA,0.173531431748929,0.00673794704067974,0.589445529296376,1.99999865959788,"SimKernel-UCB","Spatial First",44.325
"277",188,"Conceptual","Smooth",401.128091291438,"RBF","UCB",0.435959543793944,NA,0.932200262321777,0.00673794699909553,0.0755572541949396,NA,"RBF-UCB","Spatial First",82.23
"278",188,"Conceptual","Smooth",425.103477618237,"BMT","UCB",0.402246901535591,2.04813378859076,NA,0.00673794699908557,0.0688514912245465,NA,"BMT-UCB","Spatial First",82.23
"279",188,"Conceptual","Smooth",387.881127730198,"SimKernel","UCB",0.45458656975558,NA,1.0411439500756,0.00673794700019718,0.0651444926591631,0.824954171635954,"SimKernel-UCB","Spatial First",82.23
"280",188,"Spatial","Smooth",493.642857590616,"RBF","UCB",0.305871245013413,NA,2.17530442034397,0.107471355987332,0.0749255755413448,NA,"RBF-UCB","Spatial First",79.385
"281",188,"Spatial","Smooth",515.586180655616,"BMT","UCB",0.275015959081151,3.1852482131723,NA,0.00673794699914662,0.059766648800538,NA,"BMT-UCB","Spatial First",79.385
"282",188,"Spatial","Smooth",500.354846381129,"SimKernel","UCB",0.296433279182442,NA,8.12167185327409,0.0710537246727816,0.0721374894931384,0.997428910856045,"SimKernel-UCB","Spatial First",79.385
"283",189,"Conceptual","Rough",376.735817393309,"BMT","UCB",0.470258386473122,9.77606285064691,NA,0.00673794699908629,0.00673794699909027,NA,"BMT-UCB","Spatial First",72.96
"284",189,"Conceptual","Rough",330.920676148909,"SimKernel","UCB",0.534680683813203,NA,0.883065603283094,0.0067379470491803,0.033782000160946,0.167774187134072,"SimKernel-UCB","Spatial First",72.96
"285",189,"Conceptual","Rough",333.749351184157,"RBF","UCB",0.530703183378857,NA,1.06716484298823,0.00673794699909835,0.0378565668721171,NA,"RBF-UCB","Spatial First",72.96
"286",189,"Spatial","Rough",411.058998653903,"BMT","UCB",0.421995342231219,3.51824426999892,NA,0.037585261143086,0.039836351379361,NA,"BMT-UCB","Spatial First",79.915
