"","participant","context","environment","leaveoutindex","nLL","R2","kernel","acq","kError","lambda","beta","tau","p","roundnLL","contextOrder","meanScore"
"1860",161,"Conceptual","Rough",7,709.322210452915,0.00259684657620052,"SimKernel","UCB",NA,53.7550717831195,0.00673794702232546,0.589435522444003,0.796681394760067,75.9909552178494,"Conceptual First",44.99
"1861",161,"Conceptual","Rough",8,709.322210452915,0.00259684657620052,"SimKernel","UCB",NA,52.624655640346,0.00673794699982869,0.421893857199329,0.879290432857311,78.0256903585368,"Conceptual First",44.99
"1862",161,"Conceptual","Rough",8,712.68751755474,-0.0021352312667533,"BMT","UCB",1.22521737905683,NA,122.456892379863,1.43995300270142,NA,79.3309388829864,"Conceptual First",44.99
"1863",161,"Conceptual","Rough",9,709.322210452915,0.00259684657620052,"SimKernel","UCB",NA,52.1715027558789,0.00673794700105904,0.415354692126303,0.882557264770803,77.9621298106145,"Conceptual First",44.99
"1864",161,"Spatial","Rough",1,697.764671755233,0.0188483122331482,"BMT","UCB",0.595993385739489,NA,0.00673794699908598,0.217417365627746,NA,78.3622077545855,"Conceptual First",55.585
"1865",161,"Spatial","Rough",2,697.764671755233,0.0188483122331482,"BMT","UCB",0.171965171088837,NA,0.00673794699908547,0.211054449929983,NA,80.1434484838571,"Conceptual First",55.585
"1866",161,"Spatial","Rough",3,697.764671755233,0.0188483122331482,"BMT","UCB",0.263881544474833,NA,0.00673794699908549,0.229232225807046,NA,78.5238842366126,"Conceptual First",55.585
"1867",161,"Spatial","Rough",4,697.764671755233,0.0188483122331482,"BMT","UCB",0.319726714151708,NA,0.00673794699908551,0.236323779273691,NA,76.7957376570215,"Conceptual First",55.585
"1868",161,"Spatial","Rough",3,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.943284308024264,0.00673794699909796,0.191453212830688,1.99999999991086,80.8192273250454,"Conceptual First",55.585
"1869",161,"Spatial","Rough",4,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.710043794524379,0.0067379470065041,0.199376084901195,1.34115579789926,75.0323297632136,"Conceptual First",55.585
"1870",161,"Spatial","Rough",5,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.717678260498559,0.00673794700073208,0.205741928497037,1.99999999976343,75.6351733901893,"Conceptual First",55.585
"1871",161,"Spatial","Rough",1,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.851978815030288,0.00673794699908841,0.189983554777704,1.9999999999026,79.626561640105,"Conceptual First",55.585
"1872",161,"Spatial","Rough",2,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.800809793782324,0.00673794699909048,0.176526356845354,1.99999999998938,82.0296285898372,"Conceptual First",55.585
"1873",161,"Spatial","Rough",1,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.923027119355941,0.00673794699908603,0.189983521797246,NA,79.6265627306502,"Conceptual First",55.585
"1874",161,"Spatial","Rough",2,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.894879797522054,0.00673794699908588,0.176526308400488,NA,82.0296314139534,"Conceptual First",55.585
"1875",161,"Spatial","Rough",3,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.971228194395497,0.00673794699908556,0.191453241901204,NA,80.8192263925505,"Conceptual First",55.585
"1876",161,"Spatial","Rough",4,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.880913330470098,0.00673794699908657,0.206051328719735,NA,74.5269546006859,"Conceptual First",55.585
"1877",161,"Spatial","Rough",5,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.847158943353956,0.00673794699908827,0.205741696340824,NA,75.6351705449728,"Conceptual First",55.585
"1878",161,"Spatial","Rough",6,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.876388966934195,0.0067379469990857,0.208979411615667,NA,72.9908691997795,"Conceptual First",55.585
"1879",161,"Spatial","Rough",7,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.875827731308566,0.00673794699909593,0.195094802630776,NA,77.65058935978,"Conceptual First",55.585
"1880",161,"Spatial","Rough",8,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.807977946293669,0.00673794699909835,0.236048374164458,NA,66.5223076392555,"Conceptual First",55.585
"1881",161,"Spatial","Rough",9,689.913060841145,0.0298887412085328,"RBF","UCB",NA,0.895038759275279,0.00673794699910213,0.193784235669978,NA,80.111748959517,"Conceptual First",55.585
"1882",161,"Spatial","Rough",9,697.764671755233,0.0188483122331482,"BMT","UCB",0.219183898371106,NA,0.00673794699908549,0.227028080520198,NA,79.5813470427735,"Conceptual First",55.585
"1883",161,"Spatial","Rough",5,697.764671755233,0.0188483122331482,"BMT","UCB",0.163087260329291,NA,0.00673794699908556,0.237188636998386,NA,77.7683338526599,"Conceptual First",55.585
"1884",161,"Spatial","Rough",6,697.764671755233,0.0188483122331482,"BMT","UCB",0.206492050624455,NA,0.00673794699908549,0.240709855833091,NA,75.8135416324792,"Conceptual First",55.585
"1885",161,"Spatial","Rough",7,697.764671755233,0.0188483122331482,"BMT","UCB",0.179558652126841,NA,0.00673794699908547,0.224352104482129,NA,79.0974076483825,"Conceptual First",55.585
"1886",161,"Spatial","Rough",6,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.76805760645903,0.00673794699966831,0.208979974602459,1.99999999848249,72.9908775443487,"Conceptual First",55.585
"1887",161,"Spatial","Rough",7,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.767074203827865,0.00673794699928016,0.195094975941718,1.99999999979971,77.6505882978388,"Conceptual First",55.585
"1888",161,"Spatial","Rough",8,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.652828355696248,0.00673794700273082,0.236047990773068,1.99999999899835,66.5222934404577,"Conceptual First",55.585
"1889",161,"Spatial","Rough",8,697.764671755233,0.0188483122331482,"BMT","UCB",0.133258541154771,NA,0.00673794699908553,0.270592137749664,NA,71.6787634468612,"Conceptual First",55.585
"1890",161,"Spatial","Rough",9,690.418429614605,0.0291781242267678,"SimKernel","UCB",NA,0.801094373341049,0.00673794699926573,0.193784168968169,1.99999999751996,80.1117496235691,"Conceptual First",55.585
"1891",162,"Conceptual","Smooth",2,315.324407598988,0.556611150960712,"RBF","UCB",NA,1.3333159326598,0.0646675139562526,0.0535948332086431,NA,31.0152958817846,"Spatial First",90.63
"1892",162,"Conceptual","Smooth",6,315.324407598988,0.556611150960712,"RBF","UCB",NA,1.49409794206348,0.036315115560578,0.0489145082170945,NA,64.3258827579577,"Spatial First",90.63
"1893",162,"Conceptual","Smooth",3,315.324407598988,0.556611150960712,"RBF","UCB",NA,0.843500791231173,0.17151562086462,0.0457175384721263,NA,42.962687720189,"Spatial First",90.63
"1894",162,"Conceptual","Smooth",4,315.324407598988,0.556611150960712,"RBF","UCB",NA,1.3837368295462,0.0628388266708362,0.0538900109492559,NA,26.0381866424112,"Spatial First",90.63
"1895",162,"Conceptual","Smooth",1,315.324407598988,0.556611150960712,"RBF","UCB",NA,1.38753896614347,0.0614243651170428,0.0556136495048355,NA,20.9106649965171,"Spatial First",90.63
"1896",162,"Conceptual","Smooth",7,315.324407598988,0.556611150960712,"RBF","UCB",NA,0.798042817477449,0.176713172930359,0.0474769763981547,NA,9.11594184359903,"Spatial First",90.63
"1897",162,"Conceptual","Smooth",8,315.324407598988,0.556611150960712,"RBF","UCB",NA,1.35077266537802,0.0706436718137992,0.0518153844475587,NA,28.2100489092344,"Spatial First",90.63
"1898",162,"Conceptual","Smooth",5,315.324407598988,0.556611150960712,"RBF","UCB",NA,1.34062158591883,0.0635053726287463,0.0489026900158397,NA,59.072945711541,"Spatial First",90.63
"1899",162,"Conceptual","Smooth",4,343.563256549664,0.516903502479666,"BMT","UCB",2.55315935469121,NA,0.142441322351124,0.0363095884262079,NA,25.7161433921684,"Spatial First",90.63
"1900",162,"Conceptual","Smooth",1,343.563256549664,0.516903502479666,"BMT","UCB",2.50462506796539,NA,0.13654378268657,0.0379523241183041,NA,21.5559219683838,"Spatial First",90.63
"1901",162,"Conceptual","Smooth",2,343.563256549664,0.516903502479666,"BMT","UCB",2.94312617350412,NA,0.149029831732038,0.0320648123740523,NA,40.2244234843761,"Spatial First",90.63
"1902",162,"Conceptual","Smooth",3,343.563256549664,0.516903502479666,"BMT","UCB",2.62316242105382,NA,0.128229092480035,0.0381352780105356,NA,47.1143286485844,"Spatial First",90.63
"1903",162,"Conceptual","Smooth",9,315.324407598988,0.556611150960712,"RBF","UCB",NA,0.803242885725989,0.177422934380922,0.0464445514161946,NA,33.6727531357538,"Spatial First",90.63
"1904",162,"Conceptual","Smooth",5,343.563256549664,0.516903502479666,"BMT","UCB",2.76294505371241,NA,0.169434910775472,0.0291938551243357,NA,61.4006062485846,"Spatial First",90.63
"1905",162,"Conceptual","Smooth",6,343.563256549664,0.516903502479666,"BMT","UCB",2.52591042322201,NA,0.150277081184539,0.0339897999582914,NA,70.8193573571806,"Spatial First",90.63
"1906",162,"Conceptual","Smooth",7,343.563256549664,0.516903502479666,"BMT","UCB",2.46144281687937,NA,0.146351040705924,0.0360174478498081,NA,14.3454700236263,"Spatial First",90.63
"1907",162,"Conceptual","Smooth",1,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,1.35940794711081,0.0953135694094402,0.0481625148565801,1.15399783828023,19.112806246806,"Spatial First",90.63
"1908",162,"Conceptual","Smooth",2,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,0.784505448619993,0.166384406048051,0.0420946416672558,1.14515823423279,29.3842314921892,"Spatial First",90.63
"1909",162,"Conceptual","Smooth",3,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,0.757776285701013,0.172992043788675,0.0408321930304217,1.08242680002782,41.2496112863125,"Spatial First",90.63
"1910",162,"Conceptual","Smooth",4,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,1.30684470315528,0.100883545395485,0.0461875922028023,1.12327548224401,24.6135072588308,"Spatial First",90.63
"1911",162,"Conceptual","Smooth",5,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,0.699187849239152,0.198538216840876,0.0348652552030289,1.02566816349446,60.8024313765568,"Spatial First",90.63
"1912",162,"Conceptual","Smooth",6,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,1.45908557533728,0.0881762404433377,0.0406205456227384,1.02396667114501,64.8630110037037,"Spatial First",90.63
"1913",162,"Conceptual","Smooth",7,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,0.72649901871026,0.168263212271438,0.0427816191771604,1.00030196418503,8.55158687332157,"Spatial First",90.63
"1914",162,"Conceptual","Smooth",8,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,1.14942488878714,0.122722886253152,0.0431733010854923,1.13735162967404,28.2855895268879,"Spatial First",90.63
"1915",162,"Conceptual","Smooth",9,308.8792151679,0.565673964954772,"SimKernel","UCB",NA,0.719490667932875,0.169476231550066,0.0425300637521194,1.01807132418548,32.0164401032914,"Spatial First",90.63
"1916",162,"Conceptual","Smooth",8,343.563256549664,0.516903502479666,"BMT","UCB",2.47892739369651,NA,0.143107450606779,0.036647691802876,NA,25.5154241768244,"Spatial First",90.63
"1917",162,"Conceptual","Smooth",9,343.563256549664,0.516903502479666,"BMT","UCB",2.27022841081674,NA,0.131973581950466,0.0394136831546255,NA,36.8715812499356,"Spatial First",90.63
"1918",162,"Spatial","Smooth",2,463.495153481565,0.348263002530289,"RBF","UCB",NA,1.80563834491875,0.0573579119835612,0.0703737644171971,NA,47.73977414769,"Spatial First",88.945
"1919",162,"Spatial","Smooth",6,463.495153481565,0.348263002530289,"RBF","UCB",NA,1.79084945806906,0.074482490674471,0.0679308067686691,NA,59.2837369645415,"Spatial First",88.945
"1920",162,"Spatial","Smooth",3,463.495153481565,0.348263002530289,"RBF","UCB",NA,1.81678013675246,0.0502638879757245,0.0734010368194151,NA,46.7251514148115,"Spatial First",88.945
"1921",162,"Spatial","Smooth",4,463.495153481565,0.348263002530289,"RBF","UCB",NA,5.05989045587789,0.0067379469990856,0.0549275848546795,NA,77.6417257842585,"Spatial First",88.945
"1922",162,"Spatial","Smooth",1,463.495153481565,0.348263002530289,"RBF","UCB",NA,1.80980468217153,0.0550469270624864,0.0686114127993476,NA,57.8910758713245,"Spatial First",88.945
"1923",162,"Spatial","Smooth",7,463.495153481565,0.348263002530289,"RBF","UCB",NA,6.34491065721466,0.00673794699925591,0.0648598630587309,NA,53.35842029272,"Spatial First",88.945
"1924",162,"Spatial","Smooth",8,463.495153481565,0.348263002530289,"RBF","UCB",NA,6.71509165510435,0.00673794699908887,0.0576095488095726,NA,41.564444202435,"Spatial First",88.945
"1925",162,"Spatial","Smooth",5,463.495153481565,0.348263002530289,"RBF","UCB",NA,5.95142033885802,0.00673823299723223,0.0576058304784388,NA,46.8659756830346,"Spatial First",88.945
"1926",162,"Spatial","Smooth",4,469.788959157976,0.339413058828849,"BMT","UCB",3.00736257739033,NA,0.152892011475715,0.0357017266724233,NA,63.6194238982518,"Spatial First",88.945
"1927",162,"Spatial","Smooth",1,469.788959157976,0.339413058828849,"BMT","UCB",2.64350233803232,NA,0.122984871454277,0.0444810505434462,NA,52.5399881371612,"Spatial First",88.945
"1928",162,"Spatial","Smooth",2,469.788959157976,0.339413058828849,"BMT","UCB",2.83485327291776,NA,0.143086289613463,0.0385081301148096,NA,58.7420247197074,"Spatial First",88.945
"1929",162,"Spatial","Smooth",3,469.788959157976,0.339413058828849,"BMT","UCB",2.77655816784123,NA,0.12798203486309,0.0428414981871297,NA,58.6325199438145,"Spatial First",88.945
"1930",162,"Spatial","Smooth",9,463.495153481565,0.348263002530289,"RBF","UCB",NA,1.74779042509629,0.0459781200156128,0.0751926793797098,NA,32.4248491207497,"Spatial First",88.945
"1931",162,"Spatial","Smooth",5,469.788959157976,0.339413058828849,"BMT","UCB",3.11811707070735,NA,0.146419673459285,0.0359858276144361,NA,59.8961336741182,"Spatial First",88.945
"1932",162,"Spatial","Smooth",6,469.788959157976,0.339413058828849,"BMT","UCB",2.97857099788209,NA,0.133396118091264,0.0393305593573038,NA,55.1956685474109,"Spatial First",88.945
"1933",162,"Spatial","Smooth",7,469.788959157976,0.339413058828849,"BMT","UCB",3.22380118894221,NA,0.148663936664959,0.0350557476791913,NA,45.8839846752324,"Spatial First",88.945
"1934",162,"Spatial","Smooth",1,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,7.45104596641903,0.0232551518583689,0.0593692644861783,1.79636477721902,53.6500089187567,"Spatial First",88.945
"1935",162,"Spatial","Smooth",2,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,2.77192289134012,0.019790431226627,0.0596876345062235,1.00140567703684,45.0055578068146,"Spatial First",88.945
"1936",162,"Spatial","Smooth",3,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,2.4094928748602,0.0248482281477111,0.0588167835675328,0.859908118044838,47.4534560245252,"Spatial First",88.945
"1937",162,"Spatial","Smooth",4,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,11.4221394069641,0.00673794700298753,0.0469163377133569,1.45846026709076,78.193138733673,"Spatial First",88.945
"1938",162,"Spatial","Smooth",5,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,3.41401303952306,0.0173635263568924,0.0559265628672019,1.05107378365442,50.8275252131046,"Spatial First",88.945
"1939",162,"Spatial","Smooth",6,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,3.39107214840819,0.0776884646306257,0.0557801455743345,1.30870846488176,56.4129678263364,"Spatial First",88.945
"1940",162,"Spatial","Smooth",7,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,9.06183810439126,0.127788208778151,0.0574317454093168,1.82256451603562,52.1298053023111,"Spatial First",88.945
"1941",162,"Spatial","Smooth",8,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,15.1839982477844,0.00673794700167143,0.0590028616327648,1.86438482479788,29.9113033512285,"Spatial First",88.945
"1942",162,"Spatial","Smooth",9,442.761440475911,0.377417412795857,"SimKernel","UCB",NA,3.0969164585653,0.0279863670612429,0.0587047799164133,1.04886164769252,29.1776772991612,"Spatial First",88.945
"1943",162,"Spatial","Smooth",8,469.788959157976,0.339413058828849,"BMT","UCB",3.10132758700087,NA,0.137080451433056,0.03775923209825,NA,41.4040380586902,"Spatial First",88.945
"1944",162,"Spatial","Smooth",9,469.788959157976,0.339413058828849,"BMT","UCB",2.98306953129362,NA,0.144004839348907,0.0386932766799586,NA,33.8751775035899,"Spatial First",88.945
"1945",171,"Conceptual","Smooth",1,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.138352359141258,0.00673794736073175,0.798481156332547,1.99937739013238,78.9300331418395,"Conceptual First",50.025
"1946",171,"Conceptual","Smooth",4,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.309526333915127,0.00673794699909172,0.671403270103833,1.99999999999758,79.3169328930394,"Conceptual First",50.025
"1947",171,"Conceptual","Smooth",5,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.0139857936466806,0.00673794699908573,0.570690153793227,1.20455455154898,79.8802982108404,"Conceptual First",50.025
"1948",171,"Conceptual","Smooth",6,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.261171034562652,0.00673794803992959,0.745725191069288,1.99999984461228,79.1535065421051,"Conceptual First",50.025
"1949",171,"Conceptual","Smooth",7,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.299041085975418,0.00673794699912777,0.653354367330332,1.99999999994669,79.4725223628857,"Conceptual First",50.025
"1950",171,"Conceptual","Smooth",8,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.231422759771019,0.00673794699987787,0.619413415901078,1.99999999901897,79.5689688183018,"Conceptual First",50.025
"1951",171,"Conceptual","Smooth",9,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.306143279857335,0.00673794699913641,0.81418769526017,1.99999999956997,78.9795008019092,"Conceptual First",50.025
"1952",171,"Conceptual","Smooth",8,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.481064197270981,0.00673794699908645,0.619414997688743,NA,79.568967034593,"Conceptual First",50.025
"1953",171,"Conceptual","Smooth",9,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.553302159676005,0.00673794699908952,0.814190383428113,NA,78.9795008304104,"Conceptual First",50.025
"1954",171,"Conceptual","Smooth",9,713.728176613137,-0.00359853893030748,"BMT","UCB",3.22543401905703,NA,0.00673794699908587,0.2727180363241,NA,79.078285337699,"Conceptual First",50.025
"1955",171,"Conceptual","Smooth",2,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.668687012501376,0.00673794699922018,148.413159102377,NA,79.0065023936558,"Conceptual First",50.025
"1956",171,"Conceptual","Smooth",3,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.0205825195652614,0.00673794699908571,0.642086996211962,NA,79.4434622561929,"Conceptual First",50.025
"1957",171,"Conceptual","Smooth",2,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.447141352006858,0.0067379470004991,148.413159101761,1.99999999974575,79.0065023913482,"Conceptual First",50.025
"1958",171,"Conceptual","Smooth",3,713.790634952141,-0.00368636381914045,"SimKernel","UCB",NA,0.113334483262496,0.00673796245371936,0.634636754149811,0.000100422951814854,79.4823697898716,"Conceptual First",50.025
"1959",171,"Conceptual","Smooth",6,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.511049003893744,0.00673794699980237,0.745760753854998,NA,79.1534998316867,"Conceptual First",50.025
"1960",171,"Conceptual","Smooth",7,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.546846396360055,0.00673794699908561,0.653354786229451,NA,79.472521967633,"Conceptual First",50.025
"1961",171,"Conceptual","Smooth",4,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.556350924888623,0.00673794699908847,0.671403215576364,NA,79.316932940666,"Conceptual First",50.025
"1962",171,"Conceptual","Smooth",5,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.0762434696982896,0.00673794699908563,0.570690168443096,NA,79.88029818189,"Conceptual First",50.025
"1963",171,"Conceptual","Smooth",1,713.749214322783,-0.00362812080104558,"RBF","UCB",NA,0.377845726339682,0.00673794699908638,0.798245248905908,NA,78.927528886055,"Conceptual First",50.025
"1964",171,"Conceptual","Smooth",1,713.728176613137,-0.00359853893030748,"BMT","UCB",2.99543329244409,NA,0.00673794699909219,0.287146535863473,NA,79.0528446003592,"Conceptual First",50.025
"1965",171,"Conceptual","Smooth",7,713.728176613137,-0.00359853893030748,"BMT","UCB",2.51399414696974,NA,0.00673794699911257,0.309859510269259,NA,79.4123811707169,"Conceptual First",50.025
"1966",171,"Conceptual","Smooth",8,713.728176613137,-0.00359853893030748,"BMT","UCB",2.36307575466914,NA,0.00673794699908853,0.317202239816072,NA,79.4961092514071,"Conceptual First",50.025
"1967",171,"Conceptual","Smooth",4,713.728176613137,-0.00359853893030748,"BMT","UCB",2.34772067907487,NA,0.00673794699908938,0.355065152764401,NA,79.1482697419602,"Conceptual First",50.025
"1968",171,"Conceptual","Smooth",5,713.728176613137,-0.00359853893030748,"BMT","UCB",2.33842595791631,NA,0.00673794699914343,0.289149977477901,NA,79.8445861874358,"Conceptual First",50.025
"1969",171,"Conceptual","Smooth",2,713.728176613137,-0.00359853893030748,"BMT","UCB",2.79256218940208,NA,77.2288404876548,0.0235746874972003,NA,79.0030302268656,"Conceptual First",50.025
"1970",171,"Conceptual","Smooth",3,713.728176613137,-0.00359853893030748,"BMT","UCB",2.60226915050982,NA,0.0067379469991785,0.284419482633449,NA,79.5048909274124,"Conceptual First",50.025
"1971",171,"Conceptual","Smooth",6,713.728176613137,-0.00359853893030748,"BMT","UCB",2.91194347673437,NA,0.00673794699911074,0.294077794126568,NA,79.1877791692811,"Conceptual First",50.025
"1972",171,"Spatial","Smooth",1,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.561441315210731,0.00673794700462356,0.0945613041674567,0.46575311365828,87.6730631362913,"Conceptual First",76.56
"1973",171,"Spatial","Smooth",4,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.507302685442617,0.00673794700277803,0.102820970808985,0.488488284831256,64.5921587951641,"Conceptual First",76.56
"1974",171,"Spatial","Smooth",5,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.516076876422785,0.00673794700191727,0.108173988451358,0.413252527875443,38.4925136604025,"Conceptual First",76.56
"1975",171,"Spatial","Smooth",6,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.539614380472642,0.00673794699929944,0.109131678002291,0.396309349265564,29.9995295829325,"Conceptual First",76.56
"1976",171,"Spatial","Smooth",7,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.451219088630397,0.00673794699994757,0.104978318261328,0.29563128568737,54.7819675595789,"Conceptual First",76.56
"1977",171,"Spatial","Smooth",8,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.502540697824577,0.00673794699963648,0.107696827705104,0.442433019554211,49.6929694854731,"Conceptual First",76.56
"1978",171,"Spatial","Smooth",9,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.506739470385198,0.0067379470076089,0.109340976820536,0.431881933479596,55.8818306360314,"Conceptual First",76.56
"1979",171,"Spatial","Smooth",8,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.702353727461791,0.00673794699908718,0.115259861518503,NA,51.7156841225358,"Conceptual First",76.56
"1980",171,"Spatial","Smooth",9,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.708947245411669,0.00673794699908656,0.117830715280016,NA,57.1881035873088,"Conceptual First",76.56
"1981",171,"Spatial","Smooth",9,533.555854987768,0.249748161765961,"BMT","UCB",2.82259793707884,NA,0.00673794699908756,0.0720722000104397,NA,57.5382321923974,"Conceptual First",76.56
"1982",171,"Spatial","Smooth",2,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.731020764172183,0.00673794699909851,0.108992305171662,NA,64.9775393519119,"Conceptual First",76.56
"1983",171,"Spatial","Smooth",3,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.736030503128184,0.00673794699910637,0.10702093465504,NA,85.1441648626347,"Conceptual First",76.56
"1984",171,"Spatial","Smooth",2,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.548392530955494,0.00673794699921739,0.1016206619189,0.470743448385513,63.4889944389948,"Conceptual First",76.56
"1985",171,"Spatial","Smooth",3,528.651664090614,0.256644118770734,"SimKernel","UCB",NA,0.567759132120197,0.00673794700207303,0.0988891432742155,0.470017483305888,84.0486367957453,"Conceptual First",76.56
"1986",171,"Spatial","Smooth",6,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.710365139139258,0.00673794699908676,0.119712033502559,NA,28.9936017300567,"Conceptual First",76.56
"1987",171,"Spatial","Smooth",7,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.691028542792925,0.00673794699911049,0.114257524884778,NA,55.12330466524,"Conceptual First",76.56
"1988",171,"Spatial","Smooth",4,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.721222142823241,0.00673794703203679,0.109587424464619,NA,67.8593705444752,"Conceptual First",76.56
"1989",171,"Spatial","Smooth",5,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.702601530405684,0.00673794699908927,0.118502953021313,NA,39.0206643426059,"Conceptual First",76.56
"1990",171,"Spatial","Smooth",1,536.527230469537,0.245570005165408,"RBF","UCB",NA,0.730956750013379,0.00673794699908987,0.103593034913418,NA,86.5047972627684,"Conceptual First",76.56
"1991",171,"Spatial","Smooth",1,533.555854987768,0.249748161765961,"BMT","UCB",2.30840313424294,NA,0.00673794699908646,0.0752413427935958,NA,80.0947005926233,"Conceptual First",76.56
"1992",171,"Spatial","Smooth",7,533.555854987768,0.249748161765961,"BMT","UCB",2.91950321325107,NA,0.0067379469990897,0.0676226614429263,NA,60.3276383358528,"Conceptual First",76.56
"1993",171,"Spatial","Smooth",8,533.555854987768,0.249748161765961,"BMT","UCB",3.19219912382409,NA,0.00673794699909426,0.0643330874679936,NA,57.2600322317708,"Conceptual First",76.56
"1994",171,"Spatial","Smooth",4,533.555854987768,0.249748161765961,"BMT","UCB",2.75162108275206,NA,0.0067379469990977,0.0686095781671176,NA,70.661410756431,"Conceptual First",76.56
"1995",171,"Spatial","Smooth",5,533.555854987768,0.249748161765961,"BMT","UCB",2.40676598801463,NA,0.00673794699908695,0.0783417359327022,NA,35.0543263375073,"Conceptual First",76.56
"1996",171,"Spatial","Smooth",2,533.555854987768,0.249748161765961,"BMT","UCB",2.95136170979119,NA,0.00673794699908908,0.0634878574716467,NA,71.6254100055717,"Conceptual First",76.56
"1997",171,"Spatial","Smooth",3,533.555854987768,0.249748161765961,"BMT","UCB",2.42256665334585,NA,0.00673794699908628,0.0743604232627647,NA,80.8396490655066,"Conceptual First",76.56
"1998",171,"Spatial","Smooth",6,533.555854987768,0.249748161765961,"BMT","UCB",2.08182191191873,NA,0.00673794699908547,0.0874547167277133,NA,20.1544554701072,"Conceptual First",76.56
"1999",172,"Conceptual","Smooth",4,461.393339558579,0.351218437738441,"SimKernel","UCB",NA,1.12496431527602,0.00758652755588788,0.0827364842224702,1.09852230462768,36.3871002397669,"Conceptual First",76.515
"2000",172,"Conceptual","Smooth",5,461.393339558579,0.351218437738441,"SimKernel","UCB",NA,1.2544442441226,0.00673794706752646,0.084323474934602,1.44795837597934,49.7808470368099,"Conceptual First",76.515
"2001",172,"Conceptual","Smooth",6,461.393339558579,0.351218437738441,"SimKernel","UCB",NA,1.22121243900397,0.00678878978344931,0.0775475263728846,1.15125595622567,72.4849660409501,"Conceptual First",76.515
"2002",172,"Conceptual","Smooth",3,461.393339558579,0.351218437738441,"SimKernel","UCB",NA,1.08663724058841,0.00929973522445121,0.0863639412847768,1.16403973608575,37.969581960256,"Conceptual First",76.515
